id,produto,channel,free_user,user_plan,t,c
2006,B,11,0,1,9,0
475,B,77,1,0,0,1
2443,B,22,1,1,9,0
3406,B,88,0,0,9,0
810,B,22,1,1,4,0
176,B,33,1,1,0,1
252,B,22,0,1,9,0
4096,A,44,1,1,9,0
2352,A,44,1,1,7,1
3804,B,33,1,0,0,1
1203,B,22,1,0,11,0
4540,B,77,1,1,23,0
2036,B,11,0,0,9,0
3565,B,88,0,0,9,0
3884,B,33,0,0,9,0
2670,B,22,1,0,0,1
1594,B,22,0,0,9,0
4228,B,22,0,1,9,0
1321,B,22,1,1,4,1
4741,B,88,0,0,9,0
1896,B,99,0,0,9,0
1022,B,22,1,0,9,0
3012,A,44,1,1,9,0
1057,B,22,1,1,8,0
1238,B,22,1,0,5,0
573,B,22,1,1,22,0
1848,B,77,0,0,0,1
1006,A,44,1,1,0,1
2532,B,77,0,0,9,0
2326,A,44,1,1,13,1
2293,A,44,1,1,9,0
339,A,44,1,1,24,1
4069,A,44,1,1,24,0
663,B,22,1,0,5,0
1703,B,77,1,2,16,1
999,A,44,1,1,0,1
331,B,22,1,0,8,0
2489,B,77,1,0,0,1
5453,A,44,1,1,24,0
3507,B,22,1,0,0,1
1376,B,22,1,1,13,0
3522,B,22,1,0,0,1
5157,B,33,1,1,6,0
576,B,22,1,1,5,0
2285,A,44,1,1,25,0
524,B,22,1,1,18,0
1207,B,22,0,1,9,0
822,B,22,1,1,27,0
2267,A,44,1,1,22,0
2734,B,11,0,0,9,0
3670,B,22,1,0,2,1
1945,B,99,0,0,9,0
1832,B,77,1,0,0,1
3193,B,77,0,1,9,0
3614,B,22,1,0,2,1
5823,B,77,0,1,9,0
995,B,22,1,1,9,0
4183,A,44,1,1,9,0
1212,B,22,0,1,9,0
4229,B,22,1,1,5,0
2431,B,22,0,0,9,0
3841,B,33,1,0,1,0
1632,A,44,1,1,15,1
2259,A,44,1,1,24,0
2044,B,22,1,0,10,1
1620,B,22,1,1,30,0
1286,B,22,1,0,5,0
1836,B,22,1,1,7,0
515,B,22,1,1,5,0
5611,B,22,1,1,31,0
5931,B,77,0,0,9,0
1123,B,22,1,1,28,0
5228,B,33,0,1,9,0
2882,B,33,1,1,13,0
3541,B,88,0,0,9,0
2738,B,11,0,0,9,0
3216,A,44,1,1,0,1
5786,B,77,0,0,9,0
3208,B,77,0,0,9,0
1103,B,77,1,0,0,1
2409,B,22,0,0,9,0
165,B,22,1,1,4,0
1375,B,33,1,1,0,1
506,B,99,0,0,1,1
5538,B,22,1,1,9,0
5133,B,33,0,1,9,0
4847,B,88,0,0,9,0
1416,B,33,1,1,0,1
4961,B,11,0,0,5,0
3278,B,77,0,0,9,0
2564,B,77,1,1,31,0
747,B,33,1,0,0,1
3484,B,22,1,1,6,1
1520,A,44,1,1,0,1
3466,B,88,0,0,9,0
5942,B,77,1,1,20,0
2053,B,22,1,0,0,1
195,B,22,1,1,22,0
853,A,44,1,1,26,1
1722,B,77,1,0,0,1
5211,B,33,1,0,13,0
2040,B,22,1,1,10,1
1930,B,99,0,0,9,0
376,B,22,1,1,5,0
1314,B,22,1,0,2,1
3737,B,11,1,1,12,0
2758,B,11,0,0,9,0
3975,A,44,1,1,16,1
3572,B,88,0,0,9,0
2547,B,77,1,1,13,1
4675,B,88,0,1,9,0
907,B,22,1,1,7,0
3845,B,33,1,1,0,1
1400,B,33,1,0,0,1
3270,B,77,0,0,9,0
4712,B,88,0,0,9,0
2145,B,33,1,1,23,0
4721,B,88,0,0,9,0
188,B,22,1,0,2,0
2720,B,22,1,0,0,1
1440,B,33,1,0,0,1
1835,B,22,1,1,8,0
2968,A,44,1,1,16,0
1209,B,22,0,1,9,0
2509,B,77,0,0,9,0
1149,B,77,1,0,0,1
5876,B,77,0,1,9,0
3327,B,77,1,1,6,1
548,B,22,1,1,22,0
2841,B,33,1,1,0,1
5586,B,22,1,0,13,0
805,A,44,1,1,0,1
1508,A,44,1,1,0,1
2885,A,33,1,1,0,1
141,B,11,0,0,4,1
5985,B,88,0,0,9,0
1241,B,22,1,0,0,1
1710,B,22,1,1,22,0
3403,B,77,0,1,0,1
6,B,22,1,1,9,0
983,A,44,1,1,12,1
2345,A,66,1,2,6,0
3021,B,33,1,0,0,1
5818,B,77,0,1,9,0
322,A,44,1,1,0,1
4009,A,44,1,1,25,0
4427,B,22,1,0,7,0
1861,B,22,1,1,22,0
479,B,77,1,0,0,1
1417,B,33,1,1,0,1
1899,B,22,1,0,0,1
5940,B,77,0,0,9,0
5289,B,33,0,1,9,0
1187,B,22,1,1,9,0
1439,B,33,1,1,5,1
1603,A,44,1,1,4,1
1542,A,44,1,1,0,1
2064,B,22,1,1,2,1
4285,B,22,1,0,22,0
2665,B,22,1,0,0,1
1341,B,22,1,1,21,0
3757,B,33,1,1,0,1
5306,A,44,1,1,16,0
591,B,22,0,0,9,0
3882,B,33,1,0,1,0
3815,B,33,1,1,22,0
2996,A,44,1,1,31,0
1046,B,77,1,0,1,1
3409,B,77,1,0,2,1
3855,B,33,1,1,13,0
3685,B,11,0,0,9,0
752,B,33,1,1,0,1
1358,B,22,1,1,27,0
4663,B,88,0,1,9,0
2747,B,22,1,0,0,1
261,B,33,1,0,0,1
3126,A,44,1,1,0,1
873,A,44,1,1,0,1
1166,B,22,0,0,9,0
1282,B,22,1,1,11,1
3592,B,22,1,0,0,1
3005,B,33,1,1,0,1
4202,A,44,1,1,25,0
1331,B,22,1,1,5,0
3746,B,11,0,0,9,0
3344,B,77,1,1,30,0
5695,B,22,1,1,5,0
632,B,11,0,0,0,1
886,A,44,1,1,10,1
2395,B,22,1,1,9,0
385,B,22,1,1,8,0
847,B,22,1,1,22,0
3496,B,88,0,0,9,0
2894,B,33,1,1,9,0
193,B,22,1,1,22,0
2338,A,44,1,1,0,1
2803,B,22,1,0,0,1
4480,B,77,0,1,9,0
1835,B,77,1,1,3,1
1674,B,77,1,0,2,1
254,B,33,1,0,0,1
4027,A,44,1,1,29,0
1728,B,22,1,0,5,0
3373,B,88,0,0,9,0
2642,B,22,1,0,1,1
2633,B,88,0,0,9,0
580,B,22,1,1,4,1
2218,A,44,1,1,0,1
3066,B,22,1,1,14,0
4018,A,44,1,1,2,0
430,B,77,1,1,1,1
4141,A,44,1,1,31,0
866,B,22,0,0,9,0
988,B,22,1,1,5,0
2250,A,44,1,1,24,0
1215,B,77,1,1,2,1
3813,B,33,1,1,16,0
4154,A,44,1,1,25,0
1657,B,22,1,0,10,0
2859,B,33,1,1,0,1
1595,B,22,0,0,9,0
1668,B,77,1,1,1,1
1209,B,77,1,1,6,1
1747,B,22,1,1,9,0
1839,B,77,1,0,0,1
3327,B,77,0,0,9,0
3759,B,33,1,0,0,1
2729,B,22,1,0,0,1
3107,A,44,1,1,0,1
5967,B,88,0,0,9,0
1010,B,77,1,0,0,1
2091,B,11,1,1,31,0
4739,B,88,0,1,9,0
1131,B,22,1,1,5,0
3014,B,33,1,0,0,1
2943,B,33,1,0,1,1
4050,A,44,1,1,27,0
3462,B,77,1,0,0,1
5820,B,77,0,0,9,0
4435,B,22,1,0,8,0
2474,B,77,1,0,0,1
1830,B,77,1,0,16,1
253,B,33,1,1,0,1
2031,B,22,1,0,0,1
2216,A,44,1,1,0,1
3203,B,77,1,1,25,0
3814,B,33,0,1,9,0
3639,B,22,1,0,0,1
1631,B,22,1,0,29,0
3991,B,33,1,1,18,0
5981,B,88,0,0,9,0
2492,B,77,1,1,7,1
4140,A,44,1,1,24,0
1569,B,22,1,0,15,0
3288,B,77,1,0,0,1
3649,B,11,0,1,9,0
1079,B,22,1,1,25,0
4955,B,11,0,1,9,0
204,B,33,1,1,0,1
3691,B,22,1,1,18,1
148,B,11,0,1,0,1
3411,B,88,0,0,9,0
4677,B,88,0,0,9,0
5979,B,88,0,0,9,0
1560,A,44,1,1,7,1
851,B,22,1,1,9,0
2781,B,11,0,1,9,0
4541,B,77,1,0,5,0
1485,B,22,0,1,9,0
954,A,44,1,1,0,1
3690,B,22,1,0,0,1
772,B,33,0,0,1,1
957,A,44,0,1,0,1
3442,B,88,0,0,9,0
4851,B,88,0,0,9,0
4235,B,22,1,1,22,0
3082,B,22,1,1,8,0
3336,B,77,1,0,1,1
4369,B,22,0,0,9,0
3684,B,11,0,0,9,0
1119,B,22,1,1,18,0
3986,A,44,1,1,0,1
1824,B,77,0,1,4,1
3403,B,88,0,0,9,0
1725,B,77,1,0,0,1
5955,B,88,0,0,9,0
2651,B,88,0,0,9,0
4920,B,11,0,0,9,0
3246,B,77,0,0,9,0
2952,A,44,1,1,9,0
1382,B,22,1,1,9,0
3318,B,77,1,0,0,1
3832,B,33,1,1,12,0
3462,B,88,0,0,9,0
1068,B,77,1,0,1,1
3495,B,22,1,1,4,1
2471,B,22,0,0,9,0
1175,B,22,1,1,15,0
3712,B,11,1,1,7,0
3760,B,33,1,0,1,1
3562,B,22,1,0,0,1
1761,B,77,1,0,0,1
1759,B,22,1,1,15,0
1217,B,22,1,1,22,0
5097,B,33,1,1,17,0
4679,B,88,0,0,9,0
551,B,22,0,0,9,0
2298,A,44,1,1,0,1
1461,A,44,1,1,24,1
3251,B,77,1,1,31,0
3618,B,11,0,1,9,0
3894,B,33,1,1,0,1
2263,A,44,1,1,0,1
4132,A,44,1,1,4,0
52,A,66,1,1,3,1
1536,B,22,1,1,4,0
3305,B,77,0,0,9,0
806,A,44,1,1,0,1
1537,B,22,1,1,30,0
537,B,22,1,1,22,0
2524,B,77,0,0,9,0
1164,B,77,0,1,1,1
5478,A,44,1,1,31,0
2016,B,11,0,0,9,0
1614,A,44,1,1,0,1
2231,A,44,1,1,31,0
335,A,44,1,1,11,1
5999,B,88,0,0,9,0
724,B,22,1,1,24,0
2807,B,22,1,0,0,1
1597,A,44,1,1,0,1
3450,B,88,0,0,9,0
2039,B,11,0,0,9,0
1444,B,22,1,1,5,0
1850,B,22,1,1,12,0
369,B,22,1,1,9,0
3028,B,33,1,0,0,1
382,B,22,1,1,6,0
3244,B,77,0,0,9,0
932,A,44,1,1,0,1
392,B,77,1,1,29,1
2867,B,33,1,1,1,1
1758,B,77,1,0,0,1
1579,A,44,1,1,24,1
3319,B,77,1,0,0,1
2888,B,33,1,1,23,0
4120,A,44,1,1,16,0
3637,B,22,1,0,0,1
2029,B,22,1,0,0,1
5162,B,33,0,1,9,0
682,B,22,1,1,5,0
1302,B,22,1,0,0,1
2445,B,22,1,1,5,0
5494,A,44,1,1,9,0
1833,B,22,1,1,9,0
1017,B,77,1,1,19,1
3113,B,22,1,0,8,0
3273,B,77,1,1,14,0
1152,B,22,0,1,9,0
943,B,22,1,1,4,0
1569,A,44,1,1,0,1
248,B,22,1,1,21,0
881,A,44,1,1,0,1
3837,B,33,1,0,1,1
1371,B,22,1,1,11,0
2978,A,44,1,1,9,0
5717,B,22,1,1,23,0
1409,B,33,1,1,0,1
2044,B,11,0,0,9,0
2245,A,44,1,1,0,1
1168,B,22,1,1,30,0
2542,B,77,1,0,0,1
3321,B,77,0,0,9,0
1715,B,77,1,0,0,1
1324,B,22,1,1,15,0
5727,B,22,1,1,9,0
589,B,22,0,1,9,0
3320,B,77,1,0,0,1
425,B,22,1,0,14,0
3303,B,77,0,0,9,0
540,B,22,1,1,9,0
89,B,22,0,0,9,0
1571,A,44,1,1,0,1
652,B,11,1,0,0,1
3800,B,33,0,0,0,1
5226,B,33,1,1,17,0
5642,B,22,1,0,9,0
5657,B,22,1,0,5,0
3276,B,77,0,1,9,0
2483,B,22,1,0,29,0
284,B,22,1,1,9,0
620,B,0,1,0,0,1
474,B,77,0,0,0,1
831,A,44,1,1,11,1
5006,B,11,1,0,14,0
698,B,22,1,1,22,0
5798,B,77,0,0,9,0
112,B,22,1,1,5,0
5343,A,44,1,1,24,0
2099,B,33,1,0,0,1
2438,B,22,1,0,27,0
5698,B,22,1,1,8,0
2771,B,11,0,1,9,0
3428,B,88,0,0,9,0
1589,A,44,1,1,0,1
393,B,22,1,1,9,0
844,B,22,1,1,9,0
598,B,22,1,0,15,0
3507,B,88,0,0,9,0
2674,B,88,0,0,9,0
642,B,11,1,0,0,1
4217,B,22,0,0,9,0
917,A,44,1,1,8,1
4072,A,44,1,1,16,0
45,A,66,1,2,4,1
2927,A,44,1,1,9,0
1563,A,44,1,1,10,1
2389,A,44,1,1,0,1
2219,B,0,0,1,9,0
5968,B,88,0,0,9,0
5728,B,22,1,1,6,0
2462,B,22,1,1,18,0
4744,B,88,0,0,9,0
210,B,22,1,0,9,0
1651,B,22,1,1,22,0
431,B,77,1,1,1,1
1080,B,22,1,1,8,0
5047,B,11,0,0,9,0
3724,B,11,1,1,6,0
3526,B,88,0,1,9,0
1669,B,77,1,0,0,1
5648,B,22,1,1,5,0
1899,B,99,0,0,9,0
4798,B,88,0,0,9,0
4148,A,44,1,1,26,0
1124,B,77,0,2,0,1
1638,A,44,1,1,10,1
872,A,44,1,1,18,1
3478,B,88,0,0,9,0
1477,A,44,1,1,13,1
1460,A,44,1,1,0,1
1659,B,77,0,0,0,1
3236,B,77,0,0,9,0
5209,B,33,1,1,22,0
2370,A,44,1,1,0,1
4273,B,22,1,1,9,0
1236,B,22,1,1,5,0
4196,A,44,1,1,9,0
1084,B,77,1,0,0,1
1054,B,22,1,1,22,0
5959,B,88,0,0,9,0
2212,A,44,1,1,26,1
1897,B,99,0,0,9,0
3728,B,33,1,1,0,1
5801,B,77,1,1,29,0
3575,B,11,0,1,9,0
1433,B,33,1,1,1,1
3861,B,33,1,0,0,1
1955,B,22,1,0,2,1
3947,B,33,1,1,17,0
3885,B,33,1,1,0,1
3414,B,88,0,0,9,0
3484,B,88,0,1,9,0
2472,B,22,1,1,26,0
4931,B,11,0,1,9,0
1738,B,77,1,0,0,1
5107,B,33,0,1,9,0
1675,B,22,1,1,9,0
2201,B,33,1,1,17,0
3412,A,88,1,1,29,0
3078,A,44,1,0,9,1
2481,B,77,1,0,0,1
4790,B,88,0,0,9,0
5893,B,77,0,0,9,0
319,A,44,1,1,2,1
2451,B,77,1,0,7,1
5431,A,44,1,1,16,0
3081,A,44,1,0,6,1
1310,B,22,0,0,9,0
4822,B,88,0,0,9,0
378,B,22,1,1,20,0
2299,A,44,1,1,0,1
3861,B,33,0,1,9,0
2288,A,44,1,1,21,1
2874,B,33,1,1,3,1
4323,B,22,1,0,7,0
4747,B,88,0,0,9,0
782,B,22,1,1,22,0
520,B,22,0,0,9,0
283,B,22,1,1,22,0
210,B,33,1,0,0,1
4421,B,22,0,0,9,0
1968,B,22,1,0,1,1
3197,B,77,1,1,31,0
115,B,22,1,1,29,0
324,B,22,1,0,19,0
534,B,22,1,1,5,1
2583,B,77,0,1,3,1
2901,B,33,0,1,9,0
2732,B,11,0,0,9,0
3374,B,88,0,0,9,0
1966,B,99,0,0,9,0
1627,A,44,1,1,0,1
3949,B,33,1,1,22,0
594,B,22,1,0,0,1
1280,B,22,1,1,5,0
4211,A,44,1,1,29,0
122,B,22,1,1,15,0
3276,B,77,1,0,1,1
1618,B,22,1,1,9,0
1403,B,22,1,0,31,0
2597,B,77,1,1,8,1
3964,A,44,1,1,0,1
1241,B,22,1,1,9,0
3267,B,77,0,0,9,0
2068,B,11,0,0,9,0
5346,A,44,1,1,1,0
2872,B,33,1,1,6,1
3923,A,44,1,1,0,1
763,B,22,1,1,25,0
1484,B,22,1,1,21,0
1040,B,22,0,1,9,0
4850,B,88,0,0,9,0
2322,A,44,1,1,9,0
2042,B,22,1,0,1,1
428,B,77,1,0,1,1
890,B,22,1,0,9,0
12,B,88,0,0,0,1
4038,A,44,1,1,29,0
2517,B,77,0,0,9,0
4563,B,77,0,1,9,0
1231,B,22,1,0,2,1
112,B,11,0,0,0,1
3262,B,77,0,1,9,0
4105,A,44,1,1,25,0
2732,B,22,1,0,0,1
5387,A,44,1,1,24,0
446,B,77,1,0,0,1
3591,B,22,1,0,14,1
514,B,22,1,0,9,0
2198,A,44,1,1,14,1
366,B,22,1,0,25,0
3970,A,44,1,1,0,1
1888,B,99,0,0,9,0
2695,B,22,0,0,0,1
2422,B,77,0,0,4,1
2475,B,22,1,0,8,0
3029,B,33,1,0,1,1
555,B,22,1,0,20,0
2370,A,66,1,1,19,0
1939,B,99,0,0,9,0
1509,A,44,1,1,0,1
4499,B,77,0,1,9,0
1180,B,22,1,1,8,0
725,B,33,1,0,1,1
416,B,77,1,0,1,1
2819,B,22,1,0,1,1
5364,A,44,1,1,24,0
1517,B,22,1,1,8,0
3908,A,33,1,1,0,1
3926,B,33,0,0,9,0
3433,B,77,1,0,0,1
70,B,55,1,0,0,1
1265,B,22,1,1,1,1
1994,A,0,1,1,31,0
3529,B,22,1,0,0,1
1004,A,44,1,1,0,1
2701,B,22,1,0,0,1
3482,B,22,1,0,0,1
2715,B,11,0,0,9,0
2652,B,88,0,0,9,0
5892,B,77,0,1,9,0
46,A,66,1,1,0,1
3452,B,77,1,0,0,1
1563,B,22,0,0,9,0
1858,B,22,0,0,9,0
943,A,44,1,1,0,1
3148,A,44,1,1,0,1
5185,B,33,1,1,16,0
4814,B,88,0,0,9,0
2707,B,22,1,0,2,1
320,B,22,0,1,9,0
2641,B,22,1,0,1,1
2843,B,33,1,1,6,0
2795,B,11,0,0,9,0
3243,B,77,0,0,9,0
1795,B,77,1,0,0,1
3779,B,11,0,1,9,0
1544,B,22,0,0,9,0
265,B,33,1,1,0,1
3631,B,11,0,1,9,0
5654,B,22,1,0,18,0
1161,B,77,1,0,0,1
985,A,44,1,1,10,1
125,B,22,0,0,9,0
3626,B,22,1,0,0,1
490,B,22,1,0,8,0
3554,B,22,1,0,1,1
1397,B,33,1,1,6,1
3927,A,44,1,1,29,1
4056,A,44,1,1,24,0
427,B,22,0,1,9,0
2293,A,44,1,1,0,1
5551,B,22,1,0,8,0
408,B,22,1,1,12,0
2314,A,44,1,1,1,1
2904,B,33,1,1,0,1
1984,B,22,1,0,0,1
3269,B,77,1,1,13,1
2425,B,77,1,0,0,1
803,B,22,1,1,22,0
2971,B,33,1,1,0,1
4525,B,77,0,0,9,0
3707,B,33,1,1,0,1
3712,B,33,1,1,0,1
3723,B,33,1,1,5,1
5927,B,77,0,1,9,0
3244,A,44,1,1,13,1
1119,B,77,1,0,1,1
2799,B,22,1,0,1,1
3520,B,88,0,1,9,0
1256,B,22,1,0,0,1
3862,B,33,1,0,1,0
718,B,22,1,0,5,0
5310,A,44,1,1,16,0
5301,B,33,1,0,2,0
2179,B,33,0,1,9,0
1819,B,77,1,0,0,1
2881,B,33,1,1,6,0
1672,B,77,1,0,0,1
918,B,22,1,1,15,0
4031,A,44,1,1,29,0
1885,B,22,1,1,8,0
2690,B,88,0,0,9,0
3138,B,22,1,1,9,0
609,B,22,1,1,9,0
343,A,44,1,1,10,1
1167,B,22,1,1,28,0
1254,B,22,1,0,0,1
1091,B,77,0,1,0,1
660,B,11,1,0,20,1
2857,B,33,1,0,0,1
1712,B,77,1,0,0,1
4863,B,88,0,0,9,0
4951,B,11,1,1,2,0
4008,A,44,1,1,0,0
1610,B,22,0,0,9,0
5720,B,22,1,1,9,0
301,B,22,1,0,5,0
3382,B,77,1,1,21,1
1573,B,22,1,1,9,0
1064,B,77,1,0,1,1
1216,B,22,1,1,15,0
2528,B,77,1,0,0,1
231,B,22,1,0,9,0
125,B,11,0,0,6,1
2815,B,33,1,1,6,0
2570,B,77,1,0,0,1
2278,A,44,1,1,1,1
5124,B,33,1,0,1,0
3766,B,11,1,0,8,0
3157,A,44,1,1,0,1
617,B,22,1,0,0,1
358,B,22,1,1,13,0
3185,A,44,1,1,14,1
5419,A,44,1,1,25,0
2692,B,22,0,0,0,1
688,B,22,0,0,9,0
1521,B,22,1,1,10,0
2919,B,33,1,1,2,0
1016,B,22,1,1,9,0
1361,B,33,1,0,0,1
528,B,22,0,0,9,0
3946,A,44,1,1,0,1
2590,B,77,1,1,26,0
2208,B,33,1,0,9,0
471,B,77,0,0,0,1
2124,B,33,1,1,0,1
3556,B,88,1,0,9,0
4091,A,44,1,1,24,0
5598,B,22,1,1,22,0
5910,B,77,0,0,9,0
4282,B,22,1,1,5,0
618,B,22,1,1,18,0
3020,A,44,1,1,31,0
1512,A,44,1,1,1,1
5317,A,44,1,1,25,0
552,B,22,1,0,0,1
1002,B,22,0,1,9,0
2332,A,44,1,1,27,0
854,A,44,1,1,11,1
2625,B,22,1,0,0,1
3511,B,88,1,0,9,0
185,B,33,1,1,0,1
4718,B,88,0,0,9,0
896,B,22,1,1,5,0
2527,B,77,1,0,0,1
1596,A,44,1,1,0,1
4946,B,11,0,1,9,0
2199,B,33,1,1,4,0
3111,B,22,1,0,20,0
2307,A,44,1,1,10,1
4153,A,44,1,1,25,0
4544,B,77,1,1,10,0
2970,B,33,1,1,8,1
626,B,0,1,0,1,1
1336,B,22,0,0,9,0
3031,B,33,1,1,0,1
251,B,22,0,0,9,0
532,B,22,1,0,4,0
2312,A,44,1,1,25,0
2132,B,33,1,1,1,0
3270,B,77,1,0,13,1
4840,B,88,0,0,9,0
1436,B,22,1,1,9,0
3959,A,44,1,1,26,1
728,B,22,1,0,9,0
2189,B,33,1,1,20,1
12,B,22,1,1,22,0
5689,B,22,1,1,17,0
2668,B,22,0,0,1,1
1798,B,22,1,1,9,0
5247,B,33,1,1,9,0
4745,B,88,0,0,9,0
4853,B,88,0,0,9,0
29,B,88,0,1,0,1
2883,B,33,1,1,0,1
4166,A,44,1,1,9,0
613,B,22,1,0,0,1
2280,A,44,1,1,9,0
3839,B,33,1,0,1,0
5902,B,77,1,0,1,0
63,B,22,1,1,22,0
1191,B,22,1,0,8,0
38,B,22,1,1,22,0
2618,B,22,1,0,0,1
1031,B,22,0,0,9,0
3958,A,44,1,1,20,1
853,B,22,1,1,9,0
1507,A,44,1,1,0,1
4570,B,77,1,1,26,0
136,B,11,0,0,0,1
2446,B,22,1,1,22,0
3023,B,33,1,1,0,1
3555,B,22,1,0,14,1
1506,A,44,1,1,7,1
2581,B,77,1,1,22,1
1198,B,77,1,0,1,1
3030,B,33,1,0,0,1
1680,B,22,1,1,9,0
4763,B,88,0,1,9,0
2595,B,77,0,0,9,0
5102,B,33,0,0,9,0
2178,B,33,0,1,9,0
3959,B,33,1,1,6,0
1970,B,22,1,1,4,1
2503,B,77,0,1,9,0
3726,B,33,1,0,0,1
2630,B,88,0,0,9,0
3638,B,11,1,1,20,0
1124,B,22,1,1,8,0
5242,B,33,1,1,17,0
92,B,22,1,0,18,0
5304,A,44,1,1,25,0
1153,B,22,1,1,9,0
1000,A,44,1,1,0,1
2430,B,77,1,0,0,1
2506,B,77,1,1,15,0
2518,B,77,0,0,9,0
1044,B,77,1,1,1,1
2319,A,44,1,1,27,0
1705,B,22,1,0,18,0
2203,A,44,1,1,7,1
1522,B,22,1,1,4,0
2244,A,44,1,1,24,0
3117,A,44,1,1,10,1
4057,A,44,1,1,16,0
3141,B,22,1,0,29,0
2696,B,22,1,0,0,1
3590,B,11,1,0,7,0
1588,A,44,1,1,0,1
8,B,88,0,0,6,1
1998,B,55,1,0,1,0
3948,A,44,1,1,1,1
1880,B,22,0,0,9,0
307,A,44,1,1,11,1
1673,B,22,1,0,22,0
286,B,33,1,0,0,1
2682,B,22,1,0,0,1
3986,B,33,1,1,2,0
727,B,33,1,0,0,1
1366,B,33,1,1,0,1
939,B,22,0,1,9,0
2591,B,77,0,0,9,0
1695,B,22,0,1,9,0
2526,B,77,1,0,0,1
414,B,77,1,0,0,1
2048,B,22,1,0,12,1
3170,A,44,1,1,2,1
537,B,22,1,0,4,1
1350,B,33,1,1,1,1
740,B,33,1,1,0,1
3429,B,77,1,0,0,1
321,A,44,1,1,12,1
2079,B,22,1,1,10,1
2283,A,44,1,1,2,1
4293,B,22,0,1,9,0
5055,B,11,0,0,9,0
235,B,22,1,0,5,0
5298,B,33,1,1,23,0
966,B,22,1,1,9,0
146,B,22,0,1,9,0
2137,B,33,0,1,9,0
5599,B,22,1,1,8,0
2774,B,11,0,0,9,0
754,B,33,0,1,0,1
3031,B,22,0,0,9,0
2499,B,77,1,0,0,1
1841,B,22,1,1,9,0
645,B,11,1,1,1,1
328,B,22,1,1,26,0
3085,B,22,0,0,9,0
194,B,22,0,0,9,0
3436,B,88,0,0,9,0
731,B,33,1,1,0,1
717,B,22,1,0,5,0
719,B,33,1,0,0,1
4271,B,22,1,1,22,0
5129,B,33,1,0,1,0
1037,B,77,1,0,0,1
169,B,11,1,0,0,1
1221,B,22,1,0,5,0
439,B,77,1,0,0,1
3121,B,22,1,1,26,0
2245,A,44,1,1,24,0
4567,B,77,1,1,28,0
2092,B,11,0,0,9,0
3474,B,88,0,1,9,0
3580,B,11,0,0,9,0
5080,B,33,0,1,9,0
3435,B,77,1,1,14,1
2895,B,33,1,1,17,0
4713,B,88,0,0,9,0
1443,B,22,1,1,22,0
3929,A,44,1,1,7,1
337,B,22,1,1,9,0
1436,B,33,1,1,0,1
1863,B,22,1,0,9,0
4890,B,11,0,0,9,0
2647,B,88,0,0,9,0
3557,B,88,1,0,9,0
5307,A,44,1,1,16,0
3508,B,22,1,0,0,1
310,A,44,1,1,3,1
5457,A,44,1,1,24,0
4377,B,22,1,1,9,0
1162,B,22,1,1,9,0
1876,B,22,1,0,0,1
4681,B,88,0,0,9,0
2511,B,77,0,0,9,0
3226,A,44,1,1,17,1
893,B,22,1,1,5,0
819,B,22,1,1,5,0
1994,B,22,1,0,0,1
1958,B,22,1,0,0,1
1881,B,22,1,0,0,1
375,A,44,1,1,0,1
1446,B,22,1,1,5,0
2766,B,11,1,0,14,0
2349,A,44,1,1,0,1
1757,B,77,1,0,0,1
5437,A,44,1,1,31,0
1468,A,44,1,1,0,1
2419,B,22,0,1,9,0
4227,B,22,1,1,5,0
3429,B,88,0,0,9,0
4829,B,88,0,0,9,0
564,B,22,1,0,0,1
2439,B,77,1,0,0,1
648,B,22,1,1,5,0
5609,B,22,1,1,15,0
5450,A,44,1,1,31,0
5144,B,33,0,1,9,0
2122,B,33,1,0,0,1
3727,B,33,1,1,0,1
2156,B,33,1,0,1,1
4872,B,11,1,1,6,0
2728,B,11,0,0,9,0
2783,B,22,1,0,0,1
3770,B,33,1,1,0,1
4498,B,77,0,0,9,0
1172,B,77,1,0,2,1
3092,B,22,1,0,30,0
692,B,33,1,1,8,1
4532,B,77,1,1,31,0
4628,B,77,1,1,9,0
5888,B,77,1,1,24,0
2043,B,22,1,0,0,1
5094,B,33,1,1,23,0
1583,A,44,1,1,27,1
4406,B,22,0,1,9,0
2352,A,66,1,2,17,0
4430,B,22,0,1,9,0
3300,B,77,1,0,0,1
1390,B,33,1,1,0,1
458,B,77,1,0,0,1
3104,B,22,1,1,31,0
3877,B,33,1,1,17,0
4727,B,88,0,0,9,0
5410,A,44,1,1,16,0
2145,A,33,1,1,0,1
2188,B,33,1,1,13,0
2973,B,33,1,1,0,1
3975,B,33,1,1,7,0
3015,A,44,1,1,16,0
3735,B,33,0,1,0,1
2373,A,66,1,2,4,0
868,A,44,1,1,0,1
1286,B,22,1,0,9,1
130,B,22,1,1,22,0
3258,B,77,0,1,9,0
1497,B,22,1,0,8,0
5929,B,77,0,0,9,0
1478,B,22,1,1,9,0
3075,B,22,0,1,9,0
2286,A,44,1,1,0,1
3679,B,11,1,1,21,0
3480,B,22,1,0,6,1
5106,B,33,1,1,17,0
1271,B,22,0,1,9,0
4788,B,88,0,0,9,0
3979,B,33,0,1,9,0
3084,A,44,1,1,0,1
2252,A,44,1,1,17,1
1321,B,22,1,1,17,0
3907,A,33,1,1,9,1
3042,B,22,1,1,9,0
1544,A,44,1,1,23,1
2364,A,44,1,1,1,1
3088,B,22,1,1,26,0
2343,A,44,1,1,0,1
1113,B,22,1,1,5,0
3257,B,77,1,1,12,0
