id,produto,channel,free_user,user_plan,t,c
3516,B,22,1,0,0,1
5239,B,33,1,1,20,0
3220,A,44,1,1,0,1
222,B,22,1,1,5,0
1842,B,77,1,0,0,1
207,B,22,0,0,9,0
1133,B,22,1,1,5,0
895,B,22,1,0,19,0
5002,B,11,0,1,9,0
164,B,22,0,1,9,0
922,A,44,1,1,0,1
798,B,33,1,1,0,1
3803,B,33,1,0,0,1
4045,A,44,1,1,29,0
3807,B,33,1,1,0,1
3494,B,22,1,1,1,1
857,B,22,1,0,9,0
3328,B,77,1,1,15,0
1427,B,22,0,1,9,0
5404,A,44,1,1,25,0
348,A,44,1,1,0,1
188,B,33,0,0,0,1
4914,B,11,0,1,9,0
2523,B,77,1,0,11,0
405,B,22,0,1,9,0
2083,B,33,1,0,0,1
1988,A,0,1,1,31,0
428,B,22,1,1,9,0
2221,A,44,1,1,27,1
1840,B,77,1,0,0,1
451,B,22,1,1,8,0
4391,B,22,1,0,8,0
533,B,22,1,1,9,0
3817,B,33,1,1,9,0
5345,A,44,1,1,25,0
4700,B,88,0,1,9,0
3838,B,33,1,0,1,1
1346,B,22,1,0,5,0
3732,B,33,1,0,1,1
2921,B,33,1,1,31,0
3366,B,77,1,1,14,1
1277,B,22,1,1,5,0
528,B,22,1,0,2,1
3190,B,77,0,0,9,0
1049,B,22,1,0,9,0
5645,B,22,1,1,17,0
4431,B,22,1,0,2,0
2604,B,77,0,2,0,1
1148,B,77,0,1,5,1
1733,B,77,1,0,0,1
796,A,33,1,1,0,1
5912,B,77,0,1,9,0
3217,A,44,1,1,0,1
2235,A,44,1,1,10,1
161,B,11,1,0,0,1
1103,B,22,1,1,8,0
2646,B,88,0,0,9,0
3584,B,11,0,0,9,0
4214,A,44,1,1,1,0
126,B,11,1,0,0,1
1212,B,77,1,0,0,1
1993,A,0,1,1,30,0
383,A,44,1,1,14,1
16,B,88,0,0,0,1
1248,B,22,1,1,5,0
3061,B,22,1,0,21,0
3810,B,33,1,1,29,0
726,B,22,0,0,9,0
2081,B,22,1,0,1,1
5238,B,33,1,1,17,0
46,B,22,1,0,5,0
649,B,11,1,0,3,1
2687,B,22,1,0,0,1
1487,A,44,1,1,12,1
5919,B,77,1,1,10,0
2887,A,33,1,1,0,1
2266,A,44,1,1,30,0
3188,B,77,1,1,16,0
4945,B,11,0,1,9,0
1264,B,22,1,0,24,0
243,B,33,1,0,0,1
1900,B,99,0,0,9,0
1260,B,22,0,0,9,0
5905,B,77,0,1,9,0
1189,B,77,0,1,6,1
1889,B,99,0,0,9,0
3981,A,44,1,0,7,1
4450,B,77,0,0,9,0
2397,A,44,1,1,14,1
2622,B,22,1,0,0,1
3017,B,33,1,1,0,1
3250,A,44,1,1,10,1
5285,B,33,1,1,23,0
5916,B,77,0,0,9,0
3597,B,22,1,1,4,1
2081,B,11,0,0,9,0
1019,B,77,1,0,0,1
2430,B,22,1,1,21,0
5734,B,77,0,1,9,0
2436,B,77,1,0,0,1
4188,A,44,1,1,27,0
1505,A,44,1,1,26,1
3457,B,77,1,0,0,1
3724,B,33,1,1,0,1
4491,B,77,1,1,31,0
289,B,22,1,0,9,0
2723,B,11,0,0,9,0
299,A,44,1,1,8,1
1768,B,22,1,0,6,0
5269,B,33,1,1,17,0
1812,B,77,1,1,2,1
477,B,77,0,0,0,1
572,B,22,1,0,1,1
3925,A,44,1,1,0,1
2582,B,77,0,0,3,1
3530,B,22,1,0,0,1
1991,A,0,1,1,8,0
1621,B,22,1,1,18,0
1135,B,77,1,1,6,1
2530,B,77,1,0,0,1
108,B,11,1,1,12,1
803,A,44,1,1,0,1
1889,B,22,1,1,2,1
683,B,22,1,1,22,0
5229,B,33,1,1,4,0
875,B,22,1,1,5,0
4992,B,11,1,1,21,0
3785,B,33,0,1,0,1
5427,A,44,1,1,16,0
1250,B,22,1,1,2,1
2513,B,77,0,0,9,0
2135,B,33,0,1,9,0
3561,B,22,1,0,0,1
2102,B,33,1,1,0,1
2739,B,22,0,0,4,1
2941,A,44,1,1,16,0
878,A,44,1,1,0,1
714,B,33,1,1,0,1
3524,B,88,0,0,9,0
3384,B,77,0,0,0,1
3390,B,77,0,0,0,1
5770,B,77,0,0,9,0
2255,A,44,1,1,16,0
1160,B,22,1,0,8,0
2861,B,33,1,1,13,0
1637,B,22,1,1,5,0
3505,B,88,0,0,9,0
4190,A,44,1,1,16,0
265,B,22,1,1,8,0
4278,B,22,1,0,29,0
3854,B,33,0,0,0,1
2832,B,22,1,1,7,1
5391,A,44,1,1,31,0
3377,B,77,1,0,0,1
3553,B,22,1,0,1,1
1809,B,77,1,0,14,1
243,B,22,0,0,9,0
2701,B,88,0,0,9,0
1483,A,44,1,1,7,1
2163,B,33,0,1,9,0
599,B,22,1,0,9,0
5255,B,33,0,1,9,0
3390,B,88,0,0,9,0
1373,B,22,1,0,18,0
2323,A,44,1,1,7,1
1157,B,77,1,1,1,1
2163,B,33,1,1,3,1
1219,B,22,1,0,0,1
5732,B,22,1,1,18,0
1795,B,22,1,1,9,0
3850,B,33,1,1,0,1
673,B,11,1,0,7,1
189,B,22,1,1,15,0
30,B,88,0,1,0,1
4749,B,88,0,0,9,0
3050,B,22,1,1,13,0
1193,B,22,1,1,22,0
4114,A,44,1,1,9,0
3232,B,77,0,1,9,0
3696,B,22,1,0,0,1
5382,A,44,1,1,16,0
5838,B,77,1,1,3,0
3338,B,77,1,0,0,1
3221,A,44,1,1,0,1
1060,B,22,1,0,22,0
1167,B,77,0,0,1,1
4680,B,88,0,0,9,0
140,B,11,1,0,0,1
3105,B,22,1,1,17,0
132,B,11,1,0,1,1
3952,B,33,0,1,9,0
3194,A,44,1,1,0,1
3521,B,22,1,1,2,1
2975,B,33,1,1,0,1
2290,A,44,1,1,0,1
5543,B,22,1,0,28,0
3780,B,11,0,1,9,0
2623,B,22,1,0,0,1
2823,B,33,1,0,1,0
1949,B,99,0,0,9,0
1604,B,22,1,1,15,0
850,A,44,1,1,7,1
4350,B,22,1,1,9,0
3933,B,33,0,1,9,0
2956,B,33,0,0,0,1
1076,B,22,1,0,5,0
142,B,11,0,0,4,1
691,B,33,1,0,0,1
3674,B,11,1,1,13,0
429,B,22,1,1,22,0
3115,A,44,1,1,12,1
3654,B,22,1,0,1,1
316,A,44,1,1,3,1
4186,A,44,1,1,9,0
2711,B,22,1,0,2,1
3740,B,33,1,0,0,1
1740,B,22,1,1,5,0
2929,B,33,1,0,0,1
4530,B,77,1,1,29,0
3870,B,33,1,1,0,1
2253,A,44,1,1,14,1
1713,B,22,1,1,5,0
2221,B,0,0,1,9,0
1897,B,22,1,0,1,1
5292,B,33,1,0,17,0
2492,B,22,0,0,28,0
5375,A,44,1,1,29,0
1991,B,22,1,0,0,1
1601,B,22,1,1,29,0
5804,B,77,1,0,5,0
1463,A,44,1,1,18,1
2157,B,33,1,1,0,1
1990,B,22,1,0,0,1
2940,B,33,1,0,0,1
1743,B,22,1,1,8,0
2269,A,44,1,1,9,1
1665,B,22,1,1,17,0
2543,B,77,1,1,0,1
2063,B,11,0,1,9,0
3340,B,77,1,0,1,1
1008,B,22,0,1,9,0
2228,A,44,1,1,0,1
1519,B,22,1,1,15,0
790,B,33,0,0,0,1
2072,B,22,1,0,2,1
3673,B,22,1,0,2,1
5510,A,44,1,1,31,0
282,B,22,1,0,5,0
3688,B,22,0,0,1,1
4,B,88,0,1,0,1
1358,B,33,1,0,0,1
1696,B,22,1,1,22,0
1459,A,44,1,1,0,1
3364,B,77,1,1,1,1
4396,B,22,1,1,24,0
1549,A,44,1,1,0,1
3863,B,33,1,1,0,1
499,B,99,0,1,0,1
882,B,22,0,1,9,0
1156,B,22,1,1,9,0
2127,B,33,1,1,0,1
3409,B,88,0,0,9,0
4379,B,22,1,1,13,0
3404,B,88,0,0,9,0
61,A,66,1,1,0,1
5012,B,11,0,0,9,0
2912,B,33,1,1,5,0
774,B,33,0,0,0,1
3989,A,44,1,1,0,1
123,B,11,1,0,0,1
3899,B,33,0,1,9,0
3880,B,33,1,1,22,0
5466,A,44,1,1,24,0
4595,B,77,0,0,9,0
1786,B,22,1,1,15,0
2054,B,22,1,0,0,1
2182,B,33,1,1,0,1
4485,B,77,0,0,9,0
573,B,22,1,1,3,1
158,B,11,0,1,0,1
795,B,22,1,1,8,0
2091,B,33,1,1,0,1
2805,B,22,1,0,0,1
3578,B,22,1,0,0,1
3642,B,11,0,1,9,0
2562,B,77,0,0,6,1
394,B,22,1,1,5,0
4683,B,88,0,0,9,0
5252,B,33,1,1,6,0
3837,B,33,1,0,22,0
3320,B,77,1,0,5,0
4839,B,88,0,0,9,0
2210,B,33,1,1,23,0
1979,B,22,1,0,0,1
41,A,66,1,2,1,1
2580,B,77,1,0,22,0
3686,B,22,1,0,1,1
2852,B,33,1,1,3,0
4615,B,77,0,1,9,0
2678,B,22,1,0,0,1
930,A,44,1,1,0,1
99,B,11,1,0,1,1
1349,B,33,1,0,0,1
3665,B,11,0,0,9,0
2554,B,77,0,0,9,0
2077,B,11,0,0,9,0
5906,B,77,1,0,12,0
16,B,22,1,1,9,0
3848,B,33,0,1,9,0
3282,B,77,1,0,2,1
222,B,33,1,0,1,1
4998,B,11,0,0,9,0
3700,B,33,1,1,0,1
2248,A,44,1,1,0,1
1803,B,22,0,0,9,0
1106,B,22,1,1,8,0
5895,B,77,1,0,2,0
546,B,22,1,0,0,1
5471,A,44,1,1,27,0
5266,B,33,1,0,16,0
291,B,22,0,0,9,0
1910,B,99,0,0,9,0
4274,B,22,1,1,17,0
4352,B,22,1,0,8,0
496,B,22,1,1,9,0
873,B,22,0,0,9,0
1105,B,77,1,1,21,1
4708,B,88,0,1,9,0
3799,B,33,1,0,1,1
3920,B,33,1,1,25,0
1182,B,77,0,0,0,1
4846,B,88,0,0,9,0
1648,B,22,1,1,22,0
3321,B,77,1,0,0,1
1458,B,22,1,1,27,0
4859,B,88,0,0,9,0
4557,B,77,1,1,6,0
47,A,66,1,1,8,1
517,B,22,1,1,22,0
162,B,11,1,0,22,1
4529,B,77,0,0,9,0
421,B,77,1,0,0,1
758,B,22,1,1,9,0
881,B,22,1,1,10,0
2496,B,77,1,1,0,1
3609,B,11,1,0,1,0
4867,B,88,0,1,9,0
2572,B,77,1,0,0,1
2534,B,77,0,0,8,1
3178,B,77,1,1,26,0
65,B,22,1,0,29,0
5156,B,33,1,1,5,0
2446,B,77,1,0,0,1
1099,B,77,1,0,14,1
5743,B,77,1,1,25,0
200,B,33,1,1,1,1
4796,B,88,0,0,9,0
920,A,44,1,1,0,1
5666,B,22,1,1,9,0
734,B,33,1,1,0,1
3070,B,22,0,0,9,0
3624,B,11,0,1,9,0
3957,A,44,1,1,0,1
3648,B,22,1,0,3,1
250,B,33,1,0,0,1
1613,B,22,1,1,5,0
4627,B,77,1,1,6,0
2461,B,77,1,0,0,1
3769,B,33,1,1,0,1
3059,A,44,1,1,0,1
1186,B,77,1,1,27,1
3971,A,44,0,1,0,1
1600,B,22,0,1,9,0
3372,B,77,1,0,15,1
3052,B,22,1,0,12,0
3358,B,77,1,0,0,1
3697,B,22,1,1,6,1
3399,B,77,1,0,0,1
5241,B,33,1,1,16,0
3357,B,77,1,0,1,1
602,B,22,1,0,1,1
5399,A,44,1,1,22,0
28,B,88,0,1,0,1
1831,B,77,1,0,1,1
4203,A,44,1,1,9,0
455,B,22,0,1,9,0
2906,B,33,0,1,9,0
4748,B,88,0,0,9,0
3823,B,33,1,1,25,0
3723,B,11,1,0,1,0
3209,B,77,0,0,9,0
4825,B,88,0,0,9,0
780,B,22,1,1,5,0
2543,B,77,1,0,7,0
1917,B,22,1,0,0,1
2831,B,33,1,1,18,0
4342,B,22,1,1,18,0
120,B,22,1,1,11,0
2087,B,33,1,1,0,1
3621,B,11,0,0,9,0
2669,B,22,1,0,0,1
2889,B,33,1,1,23,0
5531,B,22,0,0,9,0
126,B,22,1,1,6,0
325,A,44,1,1,0,1
3897,B,33,1,0,0,1
3359,B,88,0,0,9,0
1213,B,22,1,1,9,0
5960,B,88,0,0,9,0
4003,B,33,1,1,13,0
2820,B,33,1,0,6,0
1583,B,22,1,1,30,0
4926,B,11,1,1,24,0
3086,A,44,1,1,0,1
2158,B,33,1,1,28,0
4781,B,88,0,1,9,0
2743,B,22,0,1,4,1
1297,B,22,1,0,0,1
4580,B,77,0,0,9,0
2437,B,22,1,1,22,0
67,A,66,1,1,0,1
3962,B,33,1,1,2,0
749,B,33,1,1,8,1
1294,B,22,0,0,9,0
1699,B,22,1,1,9,0
3456,B,88,0,0,9,0
1104,B,22,1,1,5,0
5496,A,44,1,1,9,0
3026,B,33,1,0,1,1
3187,A,44,1,1,10,1
1097,B,22,0,1,9,0
146,B,11,1,0,0,1
672,B,22,1,1,5,0
2540,B,77,0,0,9,0
237,B,22,1,1,8,0
3108,A,44,1,1,0,1
2456,B,77,1,0,0,1
2784,B,22,1,0,0,1
1415,B,33,1,1,18,1
3495,B,88,0,1,9,0
1745,B,22,1,1,5,0
3347,B,77,1,0,0,1
1893,B,99,0,0,9,0
726,B,33,1,1,0,1
57,A,66,1,1,0,1
2138,B,33,1,0,0,1
2548,B,77,1,1,11,1
871,B,22,1,1,22,0
1853,B,77,0,0,0,1
2559,B,77,1,1,31,0
614,B,22,1,1,3,1
4794,B,88,0,0,9,0
3405,B,77,0,2,0,1
4415,B,22,0,1,9,0
5640,B,22,1,1,4,0
1014,B,77,1,0,0,1
2522,B,77,1,0,0,1
5684,B,22,1,1,9,0
4965,B,11,0,0,9,0
2276,A,44,1,1,9,0
4650,B,88,0,0,9,0
889,A,44,1,1,11,1
3229,A,44,1,1,0,1
2071,B,11,0,1,9,0
395,B,77,1,0,0,1
916,A,44,1,1,1,1
4599,B,77,0,0,9,0
1426,B,22,1,1,22,0
3342,B,77,1,1,2,0
828,B,22,1,0,9,0
3579,B,11,0,0,9,0
3764,B,11,0,0,9,0
647,B,22,0,0,9,0
3222,B,77,0,0,9,0
1931,B,99,0,0,9,0
4510,B,77,1,1,26,0
423,B,22,1,1,22,0
3381,B,88,0,1,9,0
3689,B,11,0,0,9,0
1131,B,77,0,0,8,1
4126,A,44,1,1,9,0
389,A,44,1,1,2,1
2058,B,11,0,0,9,0
2427,B,22,1,1,9,0
4736,B,88,0,0,9,0
3492,B,88,0,0,9,0
3365,B,88,0,0,9,0
3524,B,22,1,0,9,1
3233,B,77,1,1,29,0
1990,A,0,1,1,30,0
4366,B,22,1,0,18,0
5078,B,11,1,1,14,0
98,B,22,1,0,22,0
5246,B,33,1,1,10,0
2928,A,44,1,1,25,0
562,B,22,1,1,5,0
1034,B,22,1,1,9,0
3532,B,22,1,1,4,1
4897,B,11,0,0,9,0
1387,B,33,1,1,0,1
2577,B,77,0,1,9,0
2192,B,33,1,0,23,0
331,A,44,1,1,0,1
5295,B,33,1,1,23,0
3227,A,44,1,1,17,1
1169,B,22,1,0,9,0
4538,B,77,1,1,5,0
1995,B,22,1,0,4,1
596,B,22,1,1,8,0
1155,B,77,1,0,0,1
1236,B,22,1,0,2,1
1110,B,22,1,0,21,0
1975,B,0,1,1,6,0
3720,B,11,0,0,9,0
1480,B,22,1,1,8,0
3166,A,44,1,1,24,1
467,B,77,1,0,0,1
5159,B,33,1,1,13,0
5480,A,44,1,1,9,0
1243,B,22,1,0,0,1
2134,B,33,1,1,0,1
2797,B,22,1,1,2,1
519,B,22,1,1,17,0
5950,B,88,0,0,9,0
1310,B,22,1,1,14,1
2019,B,22,1,0,2,1
5939,B,77,0,0,9,0
960,B,22,1,0,18,0
444,B,22,1,1,22,0
5113,B,33,1,0,10,0
3678,B,11,0,1,9,0
2105,B,11,0,0,9,0
1844,B,22,1,1,15,0
5168,B,33,1,1,18,0
1653,B,22,0,0,9,0
3899,B,33,1,1,0,1
49,B,22,1,1,17,0
510,B,22,1,0,1,1
69,B,22,1,1,12,0
2325,A,44,1,1,25,0
1272,B,22,1,1,15,0
4638,B,77,0,0,9,0
1905,B,22,1,0,0,1
3720,B,33,1,1,0,1
3544,B,88,0,0,9,0
4066,A,44,1,1,24,0
1340,B,33,1,0,0,1
395,B,22,1,1,22,0
5881,B,77,0,1,9,0
3955,B,33,1,1,16,0
2820,B,22,1,0,11,1
1062,B,77,1,0,0,1
2793,B,11,0,1,9,0
5428,A,44,1,1,24,0
1902,B,99,0,0,9,0
1726,B,77,1,0,12,1
1028,B,77,1,0,2,1
4192,A,44,1,1,25,0
241,B,33,1,1,13,1
3659,B,11,0,0,9,0
5187,B,33,1,1,17,0
3658,B,22,1,0,1,1
2458,B,77,1,0,0,1
3342,B,77,1,1,1,1
1870,B,22,1,0,22,0
691,B,22,1,1,22,0
1133,B,77,0,0,8,1
4488,B,77,0,0,9,0
3134,A,44,1,1,0,1
197,B,22,1,1,22,0
2709,B,88,0,0,9,0
1733,B,22,1,1,18,0
2229,A,44,1,1,24,1
4938,B,11,1,1,7,0
2785,B,11,0,1,9,0
1730,B,77,1,0,12,1
3850,B,33,0,1,9,0
2703,B,88,0,0,9,0
473,B,22,1,1,9,0
2617,B,88,0,0,9,0
4063,A,44,1,1,31,0
523,B,22,1,0,2,1
805,B,22,1,0,5,0
3651,B,22,0,1,2,1
525,B,22,0,0,9,0
5990,B,88,0,0,9,0
5836,B,77,0,0,9,0
1524,B,22,1,1,8,0
3829,B,33,1,1,12,0
5983,B,88,0,0,9,0
1855,B,22,1,0,18,0
2465,B,22,1,1,9,0
2708,B,88,0,0,9,0
5951,B,88,0,0,9,0
2284,A,44,1,1,0,1
4460,B,77,1,1,29,0
3044,A,33,1,1,0,1
1794,B,22,1,1,13,0
393,B,77,1,0,1,1
2942,B,33,1,1,1,1
4362,B,22,1,1,5,0
134,B,11,1,0,0,1
681,B,22,0,0,9,0
3601,B,22,1,1,0,1
4220,B,22,1,1,9,0
114,B,11,1,0,0,1
1635,B,22,1,1,8,0
1238,B,22,1,1,14,1
2241,A,44,1,1,24,0
1856,B,77,0,0,0,1
4802,B,88,0,0,9,0
1248,B,22,1,0,0,1
5702,B,22,1,1,8,0
5936,B,77,0,1,9,0
1032,B,22,1,1,5,0
3725,B,33,1,0,1,1
3082,A,44,1,1,3,1
1903,B,99,0,0,9,0
2224,B,0,0,0,9,0
1597,B,22,1,1,5,0
2394,B,22,1,1,18,0
3089,A,44,1,1,0,1
2381,A,66,1,1,3,0
3900,B,33,1,1,0,1
2490,B,77,1,0,7,1
1565,B,22,0,0,9,0
2382,A,66,1,1,26,0
105,B,11,1,0,0,1
2139,B,33,1,1,16,0
4774,B,88,0,0,9,0
3665,B,22,1,0,8,1
1490,B,22,1,0,9,0
3173,B,77,1,0,23,0
298,B,22,1,1,4,0
1787,B,22,0,0,9,0
4093,A,44,1,1,22,0
3692,B,11,1,0,1,0
274,B,33,1,1,6,1
2231,A,44,1,1,3,1
2898,B,33,1,1,2,0
1082,B,77,0,1,1,1
3589,B,11,0,1,9,0
1464,B,22,1,1,18,0
1590,A,44,1,1,0,1
912,B,22,1,1,5,0
4275,B,22,1,1,22,0
273,B,22,1,1,31,0
5831,B,77,1,1,31,0
2100,B,11,1,1,8,0
2376,A,66,1,2,19,0
1551,B,22,1,1,5,0
896,A,44,1,1,10,1
2474,B,22,1,1,9,0
696,B,33,1,0,0,1
5800,B,77,0,1,9,0
3909,A,33,1,1,0,1
3037,B,22,1,0,5,0
4843,B,88,0,0,9,0
2498,B,77,1,0,0,1
4962,B,11,1,0,5,0
2330,A,44,1,1,25,0
4373,B,22,0,1,9,0
341,B,22,1,1,9,0
792,B,33,1,1,0,1
1292,B,22,1,0,1,1
3783,B,11,1,1,4,0
4364,B,22,1,1,16,0
1960,B,99,0,0,9,0
5018,B,11,1,0,4,0
571,B,22,1,0,1,1
1166,B,77,0,1,1,1
3371,B,77,0,1,3,1
1764,B,77,1,1,23,1
833,B,22,1,1,22,0
2775,B,22,1,0,0,1
2686,B,22,1,0,0,1
2467,B,22,0,1,9,0
1682,B,22,1,1,8,0
3394,B,88,0,1,9,0
4569,B,77,0,0,9,0
3812,B,33,1,1,0,1
3045,B,33,1,0,1,1
2679,B,88,0,0,9,0
737,B,33,1,0,0,1
5379,A,44,1,1,29,0
2706,B,22,1,1,2,1
3644,B,11,0,1,9,0
778,B,22,0,0,9,0
5620,B,22,1,1,8,0
4630,B,77,0,0,9,0
1858,B,77,0,2,0,1
5186,B,33,0,1,9,0
2729,B,11,0,0,9,0
3114,B,22,0,0,9,0
1974,B,22,1,0,0,1
117,B,22,1,1,9,0
3132,A,44,1,1,0,1
3732,B,11,0,0,9,0
5031,B,11,1,0,1,0
165,B,11,1,1,24,1
3211,A,44,1,1,0,1
2121,B,33,1,1,16,0
2037,B,11,0,0,9,0
3205,B,77,0,0,9,0
445,B,22,0,0,9,0
5048,B,11,1,1,31,0
3096,B,22,1,1,5,0
5600,B,22,1,1,5,0
1526,B,22,1,1,5,0
319,B,22,0,0,9,0
4631,B,77,0,0,9,0
4642,B,77,1,0,13,0
1423,B,22,0,0,9,0
2101,B,11,1,1,20,0
4614,B,77,0,0,9,0
1679,B,77,1,0,1,1
3465,B,88,0,0,9,0
1700,B,77,1,1,16,1
3790,B,33,1,1,0,1
1681,B,77,0,1,8,1
1447,B,22,1,1,29,0
5207,B,33,1,1,20,0
4145,A,44,1,1,27,0
1587,B,22,0,1,9,0
2568,B,77,1,0,1,1
179,B,22,1,1,3,0
1884,B,22,1,0,27,0
2277,A,44,1,1,9,0
1822,B,22,0,1,9,0
1115,B,77,0,0,2,1
5368,A,44,1,1,25,0
2326,A,44,1,1,31,0
2615,B,88,0,0,9,0
298,A,44,1,1,0,1
1345,B,22,0,1,9,0
3918,B,33,0,1,9,0
2866,B,33,1,1,15,1
1223,B,22,1,1,1,1
3441,B,77,1,0,1,1
2295,A,44,1,1,0,1
3569,B,88,0,0,9,0
2060,B,11,0,0,9,0
3879,B,33,1,1,3,0
461,B,77,0,0,0,1
1469,A,44,1,1,14,1
3131,B,22,1,1,9,0
3018,B,33,1,1,0,1
1730,B,22,1,0,9,0
2410,B,22,0,0,9,0
1009,B,22,1,1,8,0
3516,B,88,0,0,9,0
2533,B,77,0,0,9,0
1261,B,22,1,0,8,0
52,B,22,0,0,9,0
3525,B,22,1,2,15,1
4701,B,88,0,0,9,0
5756,B,77,0,0,9,0
812,B,22,0,1,9,0
1218,B,77,1,0,0,1
4163,A,44,1,1,31,0
4458,B,77,1,1,8,0
3177,B,77,1,1,31,0
549,B,22,1,0,0,1
3404,B,77,0,1,0,1
5753,B,77,0,0,9,0
694,B,33,1,1,0,1
1652,B,77,0,0,0,1
5115,B,33,1,1,3,0
2111,B,33,1,0,0,1
1449,A,44,1,1,11,1
3689,B,22,1,0,0,1
2571,B,77,0,0,9,0
173,B,11,1,0,0,1
716,B,33,1,0,0,1
2660,B,22,1,0,0,1
685,B,11,0,2,0,1
5483,A,44,1,1,9,0
1971,B,22,1,0,0,1
4420,B,22,1,1,15,0
5505,A,44,1,1,9,0
1670,B,77,1,1,5,1
3768,B,11,1,0,2,0
1350,B,22,1,0,27,0
3361,B,88,0,1,9,0
3789,B,33,1,1,2,0
2761,B,11,0,0,9,0
1715,B,22,1,1,22,0
2042,B,11,1,1,22,0
3297,B,77,0,1,0,1
1120,B,22,1,1,28,0
2375,A,66,0,1,10,0
4629,B,77,0,0,9,0
2403,B,22,1,1,5,0
4974,B,11,1,0,3,0
4097,A,44,1,1,25,0
3293,B,77,1,0,0,1
5299,B,33,1,0,1,0
2922,B,33,1,1,14,1
1706,B,77,1,1,9,1
1513,B,22,1,1,9,0
2531,B,77,1,0,4,0
3165,B,77,1,1,11,0
629,B,11,0,0,1,1
1820,B,77,1,1,2,1
1417,B,22,1,1,15,0
4393,B,22,1,1,21,0
3650,B,22,1,0,0,1
5260,B,33,1,1,23,0
4257,B,22,1,1,23,0
3293,B,77,0,0,9,0
2661,B,22,1,0,0,1
1589,B,22,1,1,9,0
1411,B,33,0,1,0,1
3867,B,33,1,1,22,0
3828,B,33,1,1,22,0
1664,B,77,0,1,0,1
1297,B,22,1,0,8,0
731,B,22,0,0,9,0
2297,A,44,1,1,0,1
2686,B,88,0,0,9,0
1943,B,22,1,0,0,1
929,A,44,1,1,0,1
287,B,22,1,0,21,0
2808,B,11,1,0,6,0
5058,B,11,1,0,8,0
2122,B,33,0,1,9,0
2149,B,33,1,0,0,1
946,A,44,1,1,1,1
978,B,22,0,0,9,0
4492,B,77,0,1,9,0
2898,B,33,1,0,0,1
3880,B,33,1,0,1,1
1997,B,22,1,1,11,1
463,B,77,0,0,0,1
436,B,22,1,1,9,0
2302,A,44,1,1,20,1
1159,B,77,0,1,2,1
5086,B,33,1,1,2,0
408,B,77,1,0,0,1
2021,B,11,0,0,9,0
5561,B,22,1,1,10,0
3756,B,33,1,0,0,1
587,B,22,1,0,1,1
2202,B,33,1,0,5,0
1472,A,44,1,1,19,1
982,B,22,1,1,9,0
2908,B,33,1,1,16,0
3286,B,77,1,1,31,0
3202,B,77,1,0,10,0
3893,B,33,1,0,1,0
280,B,33,1,0,0,1
516,B,22,1,1,8,0
5098,B,33,1,1,13,0
3274,B,77,1,0,0,1
297,A,44,1,1,0,1
2954,B,33,1,0,3,1
651,B,11,1,0,5,1
4174,A,44,1,1,16,0
2353,A,66,1,1,7,0
712,B,33,1,0,0,1
1838,B,22,1,1,9,0
1531,A,44,1,1,10,1
5283,B,33,1,1,6,0
1221,B,22,1,0,0,1
366,A,44,1,1,24,1
5771,B,77,0,0,9,0
67,B,22,1,1,2,0
1083,B,22,0,1,9,0
3154,A,44,1,1,1,1
1685,B,22,1,1,22,0
583,B,22,1,1,9,0
4881,B,11,1,1,4,0
1247,B,22,1,0,0,1
3768,B,33,1,1,0,1
3097,B,22,1,1,15,0
2755,B,22,1,0,1,1
3942,A,44,1,1,0,1
1827,B,22,1,1,9,0
2368,A,44,1,1,25,1
3858,B,33,0,1,9,0
1053,B,77,1,0,0,1
807,B,22,1,0,5,0
3072,B,22,1,1,4,0
1552,B,22,1,1,8,0
3227,B,77,0,1,9,0
937,B,22,1,1,18,0
3558,B,22,1,0,12,1
776,B,22,1,1,5,0
3716,B,11,0,1,9,0
3776,B,33,1,1,0,1
5852,B,77,1,1,12,0
4972,B,11,0,0,9,0
2249,A,44,1,1,0,1
25,B,22,1,1,5,0
969,B,22,1,1,9,0
2358,A,66,1,1,18,0
33,B,22,1,0,8,0
3623,B,22,1,0,0,1
2558,B,77,0,0,9,0
5869,B,77,0,0,9,0
909,A,44,1,1,10,1
5333,A,44,1,1,1,0
2124,B,33,1,1,10,0
980,B,22,1,0,5,0
3325,B,77,1,0,1,1
1785,B,22,0,0,9,0
1434,B,33,1,1,0,1
4811,B,88,0,0,9,0
1499,B,22,0,1,9,0
2205,A,44,1,1,10,1
5485,A,44,1,1,16,0
3681,B,22,1,0,0,1
1491,A,44,1,1,0,1
5850,B,77,0,0,9,0
1737,B,77,1,0,0,1
3294,B,77,1,0,0,1
667,B,22,1,1,22,0
3704,B,11,1,0,22,0
5467,A,44,1,1,31,0
2476,B,77,1,0,0,1
902,B,22,1,1,30,0
3464,B,77,0,0,0,1
627,A,0,1,1,0,1
264,B,33,1,1,0,1
2429,B,22,1,1,8,0
651,B,22,1,0,22,0
830,B,22,1,0,22,0
5145,B,33,1,1,23,0
3759,B,11,0,0,9,0
4606,B,77,1,1,24,0
3025,B,33,1,1,0,1
3220,B,77,0,0,9,0
3806,B,33,1,1,5,1
525,B,22,1,0,2,1
559,B,22,1,1,5,0
4889,B,11,1,1,2,0
2485,B,22,0,0,9,0
4075,A,44,1,1,29,0
4632,B,77,1,1,12,0
4496,B,77,0,0,20,0
729,B,22,1,1,29,0
3183,A,44,1,1,0,1
4893,B,11,1,0,10,0
2668,B,88,0,0,9,0
